YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2024-09,WEEKENDS/HOLIDAY,22,TRAIN,EW11,4713,8283
2024-09,WEEKENDS/HOLIDAY,21,TRAIN,SW5,2399,3230
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,PW1,1457,965
2024-09,WEEKENDS/HOLIDAY,14,TRAIN,CC14,2519,2837
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,EW23,2814,7286
2024-09,WEEKDAY,18,TRAIN,TE1,14699,7072
2024-09,WEEKDAY,5,TRAIN,SW6,1622,116
2024-09,WEEKDAY,21,TRAIN,CC26,3018,3440
2024-09,WEEKDAY,19,TRAIN,PE1,3009,9253
2024-09,WEEKENDS/HOLIDAY,20,TRAIN,PW6,279,761
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,BP10,132,630
2024-09,WEEKDAY,0,TRAIN,NE5,281,157
2024-09,WEEKDAY,15,TRAIN,NS4/BP1,32204,35975
2024-09,WEEKDAY,10,TRAIN,EW15,14441,64884
2024-09,WEEKDAY,20,TRAIN,NE15,10195,38721
2024-09,WEEKDAY,15,TRAIN,CC27,4685,2251
2024-09,WEEKDAY,9,TRAIN,CC7,9033,8365
2024-09,WEEKDAY,15,TRAIN,NE7/DT12,26753,25389
2024-09,WEEKDAY,20,TRAIN,DT13,15184,9642
2024-09,WEEKDAY,15,TRAIN,SE2,3570,6185
2024-09,WEEKDAY,20,TRAIN,NS21/DT11,55876,60408
2024-09,WEEKDAY,18,TRAIN,NS12,24969,53056
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,EW23,18407,13567
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,SW2,3638,2951
2024-09,WEEKENDS/HOLIDAY,21,TRAIN,TE26,5949,2986
2024-09,WEEKENDS/HOLIDAY,9,TRAIN,TE27,3437,1467
2024-09,WEEKENDS/HOLIDAY,5,TRAIN,DT28,453,24
2024-09,WEEKENDS/HOLIDAY,6,TRAIN,DT22,2345,1608
2024-09,WEEKENDS/HOLIDAY,12,TRAIN,CC23,2714,2500
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,CC25,458,1222
2024-09,WEEKENDS/HOLIDAY,0,TRAIN,NS8,492,1498
2024-09,WEEKDAY,0,TRAIN,NE9,150,824
2024-09,WEEKDAY,7,TRAIN,PE6,18233,7217
2024-09,WEEKDAY,9,TRAIN,EW28,31060,25343
2024-09,WEEKDAY,23,TRAIN,NS7,6141,18645
2024-09,WEEKDAY,13,TRAIN,CC19/DT9,7038,6989
2024-09,WEEKDAY,12,TRAIN,EW31,2273,1199
2024-09,WEEKENDS/HOLIDAY,5,TRAIN,PW4,370,7
2024-09,WEEKENDS/HOLIDAY,20,TRAIN,NS28,1121,459
2024-09,WEEKENDS/HOLIDAY,20,TRAIN,CC23,1910,957
2024-09,WEEKENDS/HOLIDAY,6,TRAIN,EW12/DT14,3969,4757
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,SW8,1321,591
2024-09,WEEKDAY,11,TRAIN,DT20,5890,5608
2024-09,WEEKDAY,7,TRAIN,NS27/CE2/TE20,1527,9174
2024-09,WEEKDAY,20,TRAIN,DT33,6879,32681
2024-09,WEEKDAY,22,TRAIN,PE3,1146,5198
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,BP5,736,865
2024-09,WEEKENDS/HOLIDAY,22,TRAIN,TE19,1291,742
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,TE25,156,592
2024-09,WEEKENDS/HOLIDAY,0,TRAIN,DT29,27,490
2024-09,WEEKENDS/HOLIDAY,7,TRAIN,CE1/DT16,5875,10111
2024-09,WEEKDAY,18,TRAIN,NS14,48462,108939
2024-09,WEEKDAY,7,TRAIN,NE8,36579,27195
2024-09,WEEKDAY,15,TRAIN,CC4/DT15,20943,21953
2024-09,WEEKDAY,10,TRAIN,NS2,22918,15546
2024-09,WEEKDAY,19,TRAIN,NS17/CC15,27626,43606
2024-09,WEEKDAY,10,TRAIN,NE1/CC29,16953,70819
2024-09,WEEKDAY,10,TRAIN,CC26,3220,3628
2024-09,WEEKENDS/HOLIDAY,6,TRAIN,SW5,1680,392
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,PE6,4364,3100
2024-09,WEEKENDS/HOLIDAY,12,TRAIN,EW7,9353,6761
2024-09,WEEKENDS/HOLIDAY,15,TRAIN,CC2,3256,2985
2024-09,WEEKENDS/HOLIDAY,18,TRAIN,CC26,1760,2965
2024-09,WEEKENDS/HOLIDAY,7,TRAIN,PE7,1443,754
2024-09,WEEKDAY,15,TRAIN,TE7,5273,5770
2024-09,WEEKDAY,11,TRAIN,BP12,2844,1104
2024-09,WEEKDAY,22,TRAIN,CC20,1644,3853
2024-09,WEEKENDS/HOLIDAY,18,TRAIN,SE2,2200,2982
2024-09,WEEKENDS/HOLIDAY,5,TRAIN,PE5,482,27
2024-09,WEEKDAY,0,TRAIN,TE1,12,322
2024-09,WEEKDAY,9,TRAIN,NE15,39587,8367
2024-09,WEEKDAY,12,TRAIN,NS2,21763,18120
2024-09,WEEKDAY,13,TRAIN,EW17,27165,23582
2024-09,WEEKDAY,19,TRAIN,CC8,8759,17778
2024-09,WEEKDAY,21,TRAIN,EW32,2851,2826
2024-09,WEEKDAY,22,TRAIN,EW2/DT32,25559,48425
2024-09,WEEKDAY,23,TRAIN,NS15,3993,4941
2024-09,WEEKDAY,22,TRAIN,EW3,5747,19043
2024-09,WEEKENDS/HOLIDAY,9,TRAIN,DT5,8756,7483
2024-09,WEEKENDS/HOLIDAY,12,TRAIN,NE13,16382,11191
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,BP9,1700,852
2024-09,WEEKENDS/HOLIDAY,11,TRAIN,EW26,16556,6869
2024-09,WEEKENDS/HOLIDAY,22,TRAIN,CC10/DT26,2393,6457
2024-09,WEEKENDS/HOLIDAY,15,TRAIN,CC11,7326,4829
2024-09,WEEKENDS/HOLIDAY,7,TRAIN,TE15,1058,2200
2024-09,WEEKENDS/HOLIDAY,7,TRAIN,TE6,4715,1586
2024-09,WEEKENDS/HOLIDAY,9,TRAIN,TE24,1817,620
2024-09,WEEKENDS/HOLIDAY,21,TRAIN,NS5,5996,16341
2024-09,WEEKENDS/HOLIDAY,6,TRAIN,CC25,1264,2082
2024-09,WEEKENDS/HOLIDAY,14,TRAIN,TE4,2186,1785
2024-09,WEEKDAY,12,TRAIN,CC26,4961,3564
2024-09,WEEKDAY,20,TRAIN,TE23,1780,3136
2024-09,WEEKDAY,10,TRAIN,PW5,2616,1320
2024-09,WEEKDAY,13,TRAIN,TE25,2340,3059
2024-09,WEEKDAY,21,TRAIN,BP8,1465,1853
2024-09,WEEKENDS/HOLIDAY,12,TRAIN,DT23,1946,1723
2024-09,WEEKENDS/HOLIDAY,8,TRAIN,TE12,1055,3311
2024-09,WEEKENDS/HOLIDAY,17,TRAIN,BP13,590,389
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,TE19,1967,1716
2024-09,WEEKDAY,14,TRAIN,SE3,2307,3105
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,CC5,1494,3092
2024-09,WEEKENDS/HOLIDAY,0,TRAIN,DT30,8,576
2024-09,WEEKDAY,8,TRAIN,CC7,15331,14914
2024-09,WEEKDAY,23,TRAIN,NE7/DT12,6194,5922
2024-09,WEEKDAY,7,TRAIN,NS20,18890,98384
2024-09,WEEKDAY,16,TRAIN,EW2/DT32,51584,67236
2024-09,WEEKDAY,11,TRAIN,EW12/DT14,38378,71529
2024-09,WEEKDAY,20,TRAIN,EW20,8623,14166
2024-09,WEEKDAY,21,TRAIN,NS9/TE2,44608,77945
2024-09,WEEKDAY,22,TRAIN,EW9,11415,26103
2024-09,WEEKDAY,14,TRAIN,EW25,5155,6619
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,DT33,5101,8899
2024-09,WEEKENDS/HOLIDAY,8,TRAIN,TE29,1579,544
2024-09,WEEKDAY,15,TRAIN,DT34,4263,3626
2024-09,WEEKDAY,10,TRAIN,TE1,2575,2477
2024-09,WEEKENDS/HOLIDAY,9,TRAIN,DT8,2522,1309
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,TE12,367,333
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,CC28,1393,2419
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,PW2,61,61
2024-09,WEEKENDS/HOLIDAY,0,TRAIN,SW7,9,208
2024-09,WEEKDAY,15,TRAIN,SW7,1984,2815
2024-09,WEEKDAY,7,TRAIN,NS17/CC15,92080,51764
2024-09,WEEKDAY,7,TRAIN,SW4,13278,1425
2024-09,WEEKDAY,7,TRAIN,SW5,25087,6659
2024-09,WEEKDAY,20,TRAIN,CC3,15295,4243
2024-09,WEEKDAY,14,TRAIN,PE2,5470,5813
2024-09,WEEKDAY,19,TRAIN,EW19,19197,39100
2024-09,WEEKDAY,9,TRAIN,TE24,4929,1560
2024-09,WEEKDAY,18,TRAIN,SW6,4516,9680
2024-09,WEEKENDS/HOLIDAY,6,TRAIN,DT24,1738,616
2024-09,WEEKENDS/HOLIDAY,8,TRAIN,CC21,2305,3656
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,NS3,11877,6937
2024-09,WEEKENDS/HOLIDAY,13,TRAIN,PE7,2164,2078
2024-09,WEEKENDS/HOLIDAY,15,TRAIN,TE26,8020,6679
2024-09,WEEKENDS/HOLIDAY,7,TRAIN,CC26,2011,2826
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,TE7,1739,2983
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,SE4,1070,1950
2024-09,WEEKENDS/HOLIDAY,15,TRAIN,TE28,1626,2085
2024-09,WEEKENDS/HOLIDAY,20,TRAIN,TE15,4307,3246
2024-09,WEEKENDS/HOLIDAY,14,TRAIN,SW1,1386,963
2024-09,WEEKDAY,16,TRAIN,SW2,5253,7199
2024-09,WEEKENDS/HOLIDAY,8,TRAIN,NS28,349,1596
2024-09,WEEKDAY,15,TRAIN,BP12,2560,1582
2024-09,WEEKDAY,16,TRAIN,DT8,9636,4956
2024-09,WEEKENDS/HOLIDAY,22,TRAIN,EW25,4066,4623
2024-09,WEEKDAY,0,TRAIN,EW9,274,1509
2024-09,WEEKENDS/HOLIDAY,9,TRAIN,CC4/DT15,1399,10613
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,EW5,1737,8438
2024-09,WEEKENDS/HOLIDAY,0,TRAIN,NS4/BP1,483,2234
2024-09,WEEKENDS/HOLIDAY,6,TRAIN,TE19,211,391
2024-09,WEEKENDS/HOLIDAY,18,TRAIN,BP8,806,969
2024-09,WEEKENDS/HOLIDAY,9,TRAIN,DT10,2234,1050
2024-09,WEEKDAY,6,TRAIN,EW11,13721,7416
2024-09,WEEKDAY,20,TRAIN,CC7,4751,10115
2024-09,WEEKENDS/HOLIDAY,13,TRAIN,EW12/DT14,32441,46202
2024-09,WEEKDAY,12,TRAIN,EW27,32605,35949
2024-09,WEEKDAY,7,TRAIN,PE3,17641,5612
2024-09,WEEKDAY,16,TRAIN,NS24/NE6/CC1,43503,32581
2024-09,WEEKDAY,21,TRAIN,DT33,5321,27353
2024-09,WEEKDAY,12,TRAIN,SW1,4104,5629
2024-09,WEEKDAY,9,TRAIN,EW33,3762,4290
2024-09,WEEKDAY,10,TRAIN,TE11,3896,2173
2024-09,WEEKDAY,14,TRAIN,EW16/NE3/TE17,31077,36557
2024-09,WEEKDAY,8,TRAIN,TE28,11768,2543
2024-09,WEEKDAY,7,TRAIN,SE5,8231,9795
2024-09,WEEKDAY,19,TRAIN,PE5,3955,15047
2024-09,WEEKDAY,5,TRAIN,PE5,2584,138
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,NS8,10733,5960
2024-09,WEEKENDS/HOLIDAY,13,TRAIN,EW17,12328,12356
2024-09,WEEKENDS/HOLIDAY,18,TRAIN,NS2,13290,15876
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,EW12/DT14,12155,6538
2024-09,WEEKENDS/HOLIDAY,8,TRAIN,PE3,3056,2090
2024-09,WEEKENDS/HOLIDAY,20,TRAIN,TE8,4660,3533
2024-09,WEEKENDS/HOLIDAY,16,TRAIN,EW23,18887,19967
2024-09,WEEKENDS/HOLIDAY,22,TRAIN,CC2,1490,2153
2024-09,WEEKENDS/HOLIDAY,12,TRAIN,PE5,3354,2155
2024-09,WEEKENDS/HOLIDAY,8,TRAIN,SE5,1416,792
2024-09,WEEKDAY,14,TRAIN,PW3,1058,1253
2024-09,WEEKDAY,15,TRAIN,PW2,342,237
2024-09,WEEKENDS/HOLIDAY,22,TRAIN,SW5,1445,2852
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,BP5,106,216
2024-09,WEEKDAY,0,TRAIN,SE2,57,883
2024-09,WEEKDAY,0,TRAIN,TE25,13,308
2024-09,WEEKDAY,0,TRAIN,BP6/DT1,2,5812
2024-09,WEEKDAY,18,TRAIN,NS16,76231,142853
2024-09,WEEKDAY,20,TRAIN,NS25/EW13,84049,23897
2024-09,WEEKDAY,12,TRAIN,CC2,7143,9093
2024-09,WEEKDAY,18,TRAIN,NS17/CC15,58420,64552
2024-09,WEEKDAY,23,TRAIN,DT25,726,3068
2024-09,WEEKDAY,16,TRAIN,CC27,9494,1999
2024-09,WEEKDAY,12,TRAIN,EW6,10695,8914
2024-09,WEEKDAY,13,TRAIN,CC5,5640,6516
2024-09,WEEKENDS/HOLIDAY,21,TRAIN,DT23,1332,1484
2024-09,WEEKENDS/HOLIDAY,16,TRAIN,CE1/DT16,31687,29508
2024-09,WEEKENDS/HOLIDAY,9,TRAIN,CC14,3479,1541
2024-09,WEEKENDS/HOLIDAY,7,TRAIN,CC28,1264,841
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,CC25,3846,3177
2024-09,WEEKENDS/HOLIDAY,8,TRAIN,TE26,2062,4193
2024-09,WEEKENDS/HOLIDAY,6,TRAIN,PE7,896,197
2024-09,WEEKENDS/HOLIDAY,0,TRAIN,NS7,1095,1505
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,NE17/PTC,2600,8775
2024-09,WEEKENDS/HOLIDAY,18,TRAIN,DT7,2133,2706
2024-09,WEEKDAY,21,TRAIN,BP4,1239,2365
2024-09,WEEKENDS/HOLIDAY,11,TRAIN,CC24,3382,3966
2024-09,WEEKENDS/HOLIDAY,5,TRAIN,NS17/CC15,494,174
2024-09,WEEKDAY,0,TRAIN,CC4/DT15,900,299
2024-09,WEEKDAY,23,TRAIN,TE25,280,1061
2024-09,WEEKENDS/HOLIDAY,0,TRAIN,TE24,16,161
2024-09,WEEKDAY,13,TRAIN,NS25/EW13,66157,52490
2024-09,WEEKDAY,18,TRAIN,TE26,18761,24204
2024-09,WEEKDAY,13,TRAIN,NE14,31721,24448
2024-09,WEEKDAY,12,TRAIN,NS23,26634,50356
2024-09,WEEKDAY,15,TRAIN,NS8,17076,14318
2024-09,WEEKDAY,19,TRAIN,SW4,2279,8657
2024-09,WEEKDAY,11,TRAIN,CC28,3851,2113
2024-09,WEEKDAY,8,TRAIN,EW29,8872,70605
2024-09,WEEKDAY,16,TRAIN,CC19/DT9,8144,7483
2024-09,WEEKDAY,10,TRAIN,PE7,4372,1732
2024-09,WEEKDAY,17,TRAIN,EW7,21167,27395
2024-09,WEEKENDS/HOLIDAY,9,TRAIN,PW5,2405,753
2024-09,WEEKDAY,22,TRAIN,NS10,10581,46287
2024-09,WEEKENDS/HOLIDAY,21,TRAIN,TE14/NS22,53962,10105
2024-09,WEEKENDS/HOLIDAY,15,TRAIN,NS23,25004,25487
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,SE4,2594,1452
2024-09,WEEKENDS/HOLIDAY,17,TRAIN,NE1/CC29,41071,31065
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,NS10,22941,9572
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,NS12,5872,10233
2024-09,WEEKENDS/HOLIDAY,7,TRAIN,BP12,1261,242
2024-09,WEEKENDS/HOLIDAY,16,TRAIN,SW1,1601,966
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,TE12,2048,2827
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,SW3,1372,515
2024-09,WEEKDAY,23,TRAIN,DT28,1398,6813
2024-09,WEEKENDS/HOLIDAY,13,TRAIN,BP4,915,750
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,PW6,408,713
2024-09,WEEKENDS/HOLIDAY,22,TRAIN,DT2,167,750
2024-09,WEEKENDS/HOLIDAY,17,TRAIN,CE1/DT16,34199,33166
2024-09,WEEKENDS/HOLIDAY,15,TRAIN,NE5,6954,7070
2024-09,WEEKENDS/HOLIDAY,18,TRAIN,EW28,14396,13567
2024-09,WEEKENDS/HOLIDAY,20,TRAIN,CC10/DT26,4030,6719
2024-09,WEEKENDS/HOLIDAY,16,TRAIN,DT33,7378,6804
2024-09,WEEKENDS/HOLIDAY,22,TRAIN,EW17,4902,10464
2024-09,WEEKENDS/HOLIDAY,21,TRAIN,NE17/PTC,14960,18632
2024-09,WEEKENDS/HOLIDAY,13,TRAIN,DT3,4597,3323
2024-09,WEEKENDS/HOLIDAY,7,TRAIN,TE8,1596,2146
2024-09,WEEKENDS/HOLIDAY,11,TRAIN,BP12,1548,736
2024-09,WEEKENDS/HOLIDAY,14,TRAIN,SW7,1138,1091
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,DT29,340,2624
2024-09,WEEKDAY,16,TRAIN,DT22,8824,10459
2024-09,WEEKDAY,5,TRAIN,NE4/DT19,2017,128
2024-09,WEEKENDS/HOLIDAY,14,TRAIN,CC20,2208,2530
2024-09,WEEKDAY,22,TRAIN,PE5,710,5574
2024-09,WEEKDAY,11,TRAIN,SW2,5392,4829
2024-09,WEEKDAY,22,TRAIN,EW6,3321,13475
2024-09,WEEKENDS/HOLIDAY,9,TRAIN,PE1,2156,677
2024-09,WEEKENDS/HOLIDAY,8,TRAIN,DT23,879,1579
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,EW1,1047,8147
2024-09,WEEKENDS/HOLIDAY,6,TRAIN,PE1,747,156
2024-09,WEEKENDS/HOLIDAY,6,TRAIN,CC4/DT15,335,1821
2024-09,WEEKENDS/HOLIDAY,0,TRAIN,PW1,12,13
2024-09,WEEKDAY,5,TRAIN,CC23,332,896
2024-09,WEEKENDS/HOLIDAY,0,TRAIN,EW22,19,173
2024-09,WEEKDAY,14,TRAIN,NS18,14261,11908
2024-09,WEEKDAY,9,TRAIN,TE6,21002,4471
2024-09,WEEKDAY,20,TRAIN,CE1/DT16,86630,35307
2024-09,WEEKDAY,14,TRAIN,EW4,12448,11062
2024-09,WEEKDAY,22,TRAIN,EW21/CC22,22720,17599
2024-09,WEEKDAY,10,TRAIN,NS14,36451,13848
2024-09,WEEKDAY,13,TRAIN,NE15,20248,18830
2024-09,WEEKDAY,20,TRAIN,EW22,4653,6143
2024-09,WEEKDAY,5,TRAIN,EW17,4987,330
2024-09,WEEKDAY,9,TRAIN,CC27,1212,41614
2024-09,WEEKENDS/HOLIDAY,13,TRAIN,CC12,3351,2679
2024-09,WEEKENDS/HOLIDAY,21,TRAIN,NE9,4836,9963
2024-09,WEEKENDS/HOLIDAY,15,TRAIN,EW15,11759,8189
2024-09,WEEKENDS/HOLIDAY,21,TRAIN,NS14,8271,17529
2024-09,WEEKENDS/HOLIDAY,14,TRAIN,NS27/CE2/TE20,2283,3363
2024-09,WEEKENDS/HOLIDAY,21,TRAIN,CC19/DT9,1798,1749
2024-09,WEEKDAY,13,TRAIN,CC20,7704,5004
2024-09,WEEKDAY,14,TRAIN,DT6,12412,7585
2024-09,WEEKDAY,15,TRAIN,CC19/DT9,7635,7681
2024-09,WEEKDAY,13,TRAIN,SE1,4482,3695
2024-09,WEEKDAY,12,TRAIN,SE3,3041,2013
2024-09,WEEKDAY,6,TRAIN,PE1,5713,1509
2024-09,WEEKDAY,22,TRAIN,DT8,1209,2021
2024-09,WEEKDAY,5,TRAIN,CC14,1137,407
2024-09,WEEKENDS/HOLIDAY,16,TRAIN,TE13,2506,1835
2024-09,WEEKENDS/HOLIDAY,9,TRAIN,SW6,2288,788
2024-09,WEEKENDS/HOLIDAY,5,TRAIN,PW3,223,13
2024-09,WEEKENDS/HOLIDAY,7,TRAIN,TE25,612,351
2024-09,WEEKENDS/HOLIDAY,5,TRAIN,PE4,115,11
2024-09,WEEKDAY,23,TRAIN,BP8,242,538
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,TE24,187,548
2024-09,WEEKENDS/HOLIDAY,6,TRAIN,PW2,41,20
2024-09,WEEKDAY,18,TRAIN,NS18,32724,35203
2024-09,WEEKDAY,15,TRAIN,EW5,25640,31451
2024-09,WEEKDAY,7,TRAIN,TE1,13377,12903
2024-09,WEEKDAY,17,TRAIN,BP7,1134,1959
2024-09,WEEKDAY,18,TRAIN,NE9,62160,50466
2024-09,WEEKDAY,13,TRAIN,EW2/DT32,51559,50690
2024-09,WEEKDAY,5,TRAIN,TE27,632,6
2024-09,WEEKDAY,19,TRAIN,TE18,19761,13679
2024-09,WEEKENDS/HOLIDAY,7,TRAIN,EW27,16617,13045
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,EW6,4314,7272
2024-09,WEEKENDS/HOLIDAY,11,TRAIN,TE28,2174,1412
2024-09,WEEKENDS/HOLIDAY,7,TRAIN,CC24,1929,4161
2024-09,WEEKENDS/HOLIDAY,7,TRAIN,NS7,17500,14594
2024-09,WEEKENDS/HOLIDAY,8,TRAIN,EW12/DT14,6365,15683
2024-09,WEEKENDS/HOLIDAY,13,TRAIN,TE22,1764,4252
2024-09,WEEKENDS/HOLIDAY,21,TRAIN,TE12,1249,742
2024-09,WEEKENDS/HOLIDAY,14,TRAIN,TE6,4400,4066
2024-09,WEEKENDS/HOLIDAY,12,TRAIN,DT10,2388,1425
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,DT20,1922,1707
2024-09,WEEKDAY,21,TRAIN,NE9,12761,25628
2024-09,WEEKDAY,21,TRAIN,PE1,990,5396
2024-09,WEEKENDS/HOLIDAY,22,TRAIN,NS18,1894,8208
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,DT29,4130,1425
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,TE26,940,1607
2024-09,WEEKENDS/HOLIDAY,11,TRAIN,PW7,1709,1254
2024-09,WEEKENDS/HOLIDAY,5,TRAIN,TE24,12,1
2024-09,WEEKENDS/HOLIDAY,5,TRAIN,CC26,101,43
2024-09,WEEKENDS/HOLIDAY,0,TRAIN,DT34,7,441
2024-09,WEEKDAY,8,TRAIN,NE12/CC13,163795,45955
2024-09,WEEKDAY,17,TRAIN,DT27,26515,12045
2024-09,WEEKDAY,7,TRAIN,TE29,9241,1468
2024-09,WEEKDAY,14,TRAIN,DT31,5274,6619
2024-09,WEEKENDS/HOLIDAY,12,TRAIN,NE7/DT12,19452,26386
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,NS2,12835,8530
2024-09,WEEKENDS/HOLIDAY,11,TRAIN,PE7,2552,1432
2024-09,WEEKENDS/HOLIDAY,7,TRAIN,NE14,11177,4378
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,BP5,1131,802
2024-09,WEEKENDS/HOLIDAY,20,TRAIN,NS4/BP1,11578,21852
2024-09,WEEKENDS/HOLIDAY,8,TRAIN,CC7,2832,2323
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,PE7,1367,2456
2024-09,WEEKENDS/HOLIDAY,9,TRAIN,PW6,1223,331
2024-09,WEEKENDS/HOLIDAY,7,TRAIN,CC14,1644,1104
2024-09,WEEKENDS/HOLIDAY,20,TRAIN,PW3,487,1414
2024-09,WEEKENDS/HOLIDAY,8,TRAIN,TE6,6552,2527
2024-09,WEEKENDS/HOLIDAY,9,TRAIN,BP4,1045,446
2024-09,WEEKDAY,18,TRAIN,SE4,4030,9370
2024-09,WEEKDAY,20,TRAIN,SW1,2490,3132
2024-09,WEEKDAY,15,TRAIN,CC5,4239,5434
2024-09,WEEKDAY,22,TRAIN,EW30,1211,724
2024-09,WEEKDAY,23,TRAIN,BP12,109,700
2024-09,WEEKENDS/HOLIDAY,19,TRAIN,CC27,1275,810
2024-09,WEEKENDS/HOLIDAY,6,TRAIN,CG1/DT35,413,1666
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,DT31,523,2725
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,SW3,64,508
2024-09,WEEKDAY,18,TRAIN,NS7,39106,49328
2024-09,WEEKDAY,7,TRAIN,EW18,34735,35496
2024-09,WEEKDAY,16,TRAIN,NS25/EW13,55602,45422
2024-09,WEEKDAY,21,TRAIN,NS14,19541,46820
2024-09,WEEKDAY,18,TRAIN,CC28,8089,11005
2024-09,WEEKDAY,15,TRAIN,EW15,32814,20388
2024-09,WEEKDAY,13,TRAIN,NS8,17295,12750
2024-09,WEEKDAY,19,TRAIN,CG2,28257,27222
2024-09,WEEKDAY,17,TRAIN,BP3,4686,7506
2024-09,WEEKDAY,19,TRAIN,DT33,13905,51590
2024-09,WEEKENDS/HOLIDAY,12,TRAIN,NE12/CC13,31154,31514
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,TE16,4694,2916
2024-09,WEEKENDS/HOLIDAY,16,TRAIN,NE16/STC,21028,23608
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,EW28,1002,8248
2024-09,WEEKENDS/HOLIDAY,11,TRAIN,TE11,2056,1355
2024-09,WEEKENDS/HOLIDAY,6,TRAIN,PE5,1217,202
2024-09,WEEKENDS/HOLIDAY,15,TRAIN,DT27,3563,3452
2024-09,WEEKENDS/HOLIDAY,12,TRAIN,DT30,4529,2263
2024-09,WEEKENDS/HOLIDAY,6,TRAIN,BP13,516,90
2024-09,WEEKDAY,15,TRAIN,TE3,12198,7690
2024-09,WEEKDAY,17,TRAIN,TE28,4167,7360
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,CC14,322,1130
2024-09,WEEKENDS/HOLIDAY,23,TRAIN,DT6,247,1350
2024-09,WEEKDAY,14,TRAIN,TE5,2682,4592
2024-09,WEEKDAY,10,TRAIN,TE25,3042,1506
2024-09,WEEKENDS/HOLIDAY,14,TRAIN,CC4/DT15,10865,17205
2024-09,WEEKDAY,15,TRAIN,NE1/CC29,48586,40384
2024-09,WEEKDAY,7,TRAIN,DT33,71468,28906
2024-09,WEEKDAY,12,TRAIN,EW15,34872,38070
2024-09,WEEKDAY,11,TRAIN,EW1,27459,14795
2024-09,WEEKDAY,21,TRAIN,EW9,16350,31768
2024-09,WEEKDAY,21,TRAIN,NS21/DT11,53974,60482
2024-09,WEEKDAY,22,TRAIN,NS18,4612,19138
2024-09,WEEKDAY,9,TRAIN,BP5,2810,1944
2024-09,WEEKDAY,17,TRAIN,SW4,3499,5432
2024-09,WEEKDAY,15,TRAIN,CG1/DT35,13468,9013
2024-09,WEEKDAY,7,TRAIN,TE16,10445,7863
2024-09,WEEKDAY,10,TRAIN,NE9,25488,16012
2024-09,WEEKDAY,10,TRAIN,EW7,15389,9349
2024-09,WEEKDAY,10,TRAIN,EW21/CC22,20039,27587
2024-09,WEEKENDS/HOLIDAY,10,TRAIN,TE14/NS22,20586,60045
2024-09,WEEKENDS/HOLIDAY,17,TRAIN,NE16/STC,22781,26864
2024-09,WEEKENDS/HOLIDAY,12,TRAIN,TE16,4446,3515
2024-09,WEEKENDS/HOLIDAY,18,TRAIN,NS13,23135,34535
2024-09,WEEKENDS/HOLIDAY,21,TRAIN,NE5,9183,4413
